縣市區域,站名,已停止營運,不確定是否有快篩服務,官方資料更新日期,資料來源,服務醫院,服務對象或區域,每日人數,服務時間,排隊或預約方法,掛號網址,戶外地點描述,地址,聯絡電話,備註,latitude,longitude,校對者,,結束營運資料來源,
台中市,台中榮民總醫院,TRUE,FALSE,2021/05/26,https://www.facebook.com/vghtc/posts/4148456665241524,台中榮民總醫院,台中市民(備註資格),時間到截止,（6/8起停止服務）週一至週日15:00-19:00,現場掛號等候,,新門診大樓二樓外廣場(緊臨台灣大道四段),台中市西屯區台灣大道四段1650號,04-2359-2525,與確診個案有接觸史且足跡重疊者,24.18330993,120.6037533,areong,,https://www.vghtc.gov.tw/UnitPage/UnitNewsContent?BreakingNewsID=d39332fe-23e9-4c5c-b69f-7f65deed2aba&UnitID=e54c18e7-33fe-4d24-ada4-ba9cb1725e49&UnitDefaultTemplate=1&WebMenuID=a3c3f31f-2658-42a3-ba35-b32cd061bc98,
台中市,中國醫藥大學附設醫院,TRUE,FALSE,2021/05/20,https://www.cmuh.cmu.edu.tw/NewsInfo/NewsArticle?no=7315,中國醫藥大學附設醫院,台中市民(備註資格),50,週一至週五09:00-12:00,網路預約，或電話預約：(04)2205-6631或(04)2205-2121分機5147、5148,https://appointment.cmuh.org.tw/cgi-bin/reg52.cgi?DocNo=D9997&sstus=5,癌症中心大樓側門後端B2「台中市民篩檢站」 (請由五順街上、急重症中心大樓星巴克門市斜對面旋轉樓梯下樓),台中市北區育德路2號,04-2205-2121#5147、#5148,與確診個案有接觸史且足跡重疊者,24.15424142,120.6827399,areong,,https://www.health.taichung.gov.tw/1805601/post,<-- 清單沒有此醫院
台中市,中山醫學大學附設醫院,TRUE,FALSE,2021/05/26,https://www.health.taichung.gov.tw/1793985/post,中山醫學大學附設醫院,台中市民(備註資格),50,週一至週五14:00-16:00,現場掛號等候,,內科大樓一樓戶外篩檢站,台中市南區建國北路一段110號,04-2473-9595,與確診個案有接觸史且足跡重疊者,24.12158092,120.6503314,areong,,http://web.csh.org.tw/web/csh/?p=18904,<-- 改為提供住院前篩檢、陪病者篩檢、自費篩檢
台中市,中港澄清醫院,FALSE,FALSE,2021/05/26,https://www.facebook.com/ccghckb/posts/4307366889294926,中港澄清醫院,台中市民(備註資格),50,週一至週五13:30-17:30,13:30發號碼牌，14:00開始採檢,,中港樓急診側門,台中市西屯區台灣大道四段966號,04-2463-2000,與確診個案有接觸史且足跡重疊者,24.18305512,120.6167744,areong,,,
台中市,國軍台中總醫院,FALSE,FALSE,2021/05/24,https://www.facebook.com/803mnd/posts/1657607641095382,國軍台中總醫院,台中市民(備註資格),60,週一至週五09:00-13:00,現場掛號等候,,,台中市太平區中山路二段348號,04-2393-4191#12,與確診個案有接觸史且足跡重疊者,24.15078286,120.7300931,areong,,,
台中市,衛生福利部台中醫院,TRUE,FALSE,2021/05/24,https://www.facebook.com/TAIC.mohw/posts/1790157464497837,衛生福利部台中醫院,台中市民(備註資格),60,週一至週五14:00-15:00,5/25起停止快篩服務,,本院急診室外側,台中市西區三民路一段199號,04-2229-4411,與確診個案有接觸史且足跡重疊者,24.14011508,120.6770603,,,,
台中市,衛生福利部豐原醫院,FALSE,FALSE,2021/05/27,https://www.fyh.mohw.gov.tw/?aid=301&pid=0&page_name=detail&iid=2412,衛生福利部豐原醫院,與確診個案有接觸史且足跡重疊者,100,週一至週五08:00-12:00,網路預約，或電話預約 04-2520-2300，不開放現場掛號,https://web1.fyh.mohw.gov.tw/oinetregweb/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0120&Date=&Noon=,衛生福利部豐原醫院立體停車場旁篩檢站,台中市豐原區安康路100號,04-2527-1180,,24.24311192,120.7247031,areong,,,
台中市,亞洲大學附屬醫院,FALSE,FALSE,2021/06/10,https://www.health.taichung.gov.tw/1805601/post,亞洲大學附屬醫院,台中市民,70,週一至週五13:00-17:00,網路預約,https://www.auh.org.tw/Service/OnlineAppointment,亞洲大學附屬醫院後方高架橋下廣場,台中市霧峰區福新路222號,04-3706-1668,同時與確診個案有接觸史且足跡重疊者（符合資格優先篩檢,24.05446892,120.6842463,areong,,,
台中市,童綜合醫院梧棲院區,FALSE,FALSE,2021/06/09,https://www.sltung.com.tw/news_d/486/501/1013/0/0/12383,童綜合醫院,台中市民,每個時段100人,"週一至週五08:00-10:00, 14:00-16:00, 週六08:00-10:00",網路預約,http://rg.sltung.com.tw/AEM/QLogin.aspx,童綜合醫院急診停車場,台中市梧棲區台灣大道八段699號,04-2658-1919,同時與確診個案有接觸史且足跡重疊者（符合資格優先篩檢,24.24752402,120.5419446,areong,,,
台中市,光田綜合醫院沙鹿院區,FALSE,FALSE,2021/06/10,https://www.health.taichung.gov.tw/1805601/post,光田醫院（沙鹿院區）,台中市民(備註資格),100,"週一至週五08:00-12:00, 13:30-17:30, 週六08:00-12:00",網路預約,http://www.ktgh.com.tw/Reg_Covid_19_RapidExam.asp,光田醫院第二醫療大樓前廣場,台中市沙鹿區沙田路117號,04-2662-5111,與確診個案有接觸史且足跡重疊者,24.23570723,120.5579894,areong,,,
台中市,光田綜合醫院大甲院區,FALSE,FALSE,2021/06/10,https://www.health.taichung.gov.tw/1805601/post,光田醫院（大甲院區）,台中市民(備註資格),50,週一至週五08:30-12:30,網路預約,http://www.ktgh.com.tw/Reg_Covid_19_RapidExam.asp,光田醫院救護組後側廣場,台中市大甲區經國路321號,04-2688-5599,與確診個案有接觸史且足跡重疊者,24.34666937,120.6169714,areong,,,
台中市,朝陽科大專案,TRUE,FALSE,,"https://web.cyut.edu.tw/p/406-1000-30217,r13.php?Lang=zh-tw",-,僅限朝陽科大師生,-,,,,,台中市霧峰區吉峰東路168號,04-2332-3000,與確診個案有接觸史且足跡重疊者,24.06914999,120.716,,,,
台中市,李綜合醫院大甲院區,FALSE,FALSE,2021/05/26,http://www.leehospital.com.tw/NBArticle/Article.asp?ArticleId=1077,,台中市民(備註資格),50,週一至週五 09:00-12:00,電話預約 02-2686-2288 #2123 ，預約時間 週一至週五 14:00-17:00,,李綜合醫院旁停車場,台中市大甲區八德街2號,04-2686-2288,與確診個案有接觸史且足跡重疊者,24.35110968,120.6183533,areong,,,
台中市,林新醫院,FALSE,FALSE,2021/06/07,http://www.lshosp.com.tw/%E6%9C%80%E6%96%B0%E6%B6%88%E6%81%AF/%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B0%91%E5%85%8D%E8%B2%BBcovid-19%E5%BF%AB%E9%80%9F%E7%AF%A9%E6%AA%A2/,林新醫院,與確診個案有接觸史且足跡重疊者,100,週一至週五13:00-17:00,網路預約，網路預約未額滿即開放現場申請,http://www.lshosp.com.tw:8001/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=904&Date=&Noon=,B棟1樓SKY大廳門口,台中市南屯區惠中路三段36號,04-2258-6688,,24.14938257,120.6404348,,,,
台中市,梨山衛生所,FALSE,FALSE,,https://www.cna.com.tw/news/ahel/202105200140.aspx,梨山衛生所,台中市民(備註資格),-,,,,,台中市和平區中正路68號,04-2598-9540,與確診個案有接觸史且足跡重疊者,24.25434999,121.25514,,,,
南投縣,南投基督教醫院,FALSE,FALSE,6/2,https://www.facebook.com/LiFaWeiYuanLinMingQin/posts/4060930263985777,,東方紅養生會館及養生館核酸(PCR)採檢專案：曾前往東方紅時尚會館、養生館消費者及從業人員,,東方紅專案預約服務時間: 6/2-6/9 09:00-17:00,東方紅專案電話預約：049-2222612,,,南投縣南投市中興路870號,049-222-5595,,23.89890102,120.6839191,,,,
南投縣,埔里基督教醫院,FALSE,FALSE,6/2,https://www.facebook.com/LiFaWeiYuanLinMingQin/posts/4060930263985777,,東方紅養生會館及養生館核酸(PCR)採檢專案：曾前往東方紅時尚會館、養生館消費者及從業人員,,東方紅專案預約服務時間: 6/2-6/9 09:00-17:00,東方紅專案電話預約：049-2222612,,,南投縣埔里鎮愛蘭里鐵山路1號,049-291-2151,,23.97079514,120.9470085,,,,
南投縣,埔里榮民醫院,FALSE,FALSE,6/2,https://www.facebook.com/LiFaWeiYuanLinMingQin/posts/4060930263985777,,東方紅養生會館及養生館核酸(PCR)採檢專案：曾前往東方紅時尚會館、養生館消費者及從業人員,,東方紅專案預約服務時間: 6/2-6/9 09:00-17:00,東方紅專案電話預約：049-2222612,,,南投縣埔里鎮榮光路1號,049-299-0833,,23.97562796,120.9958944,,,,
南投縣,佑民醫院,FALSE,FALSE,6/2,https://www.facebook.com/LiFaWeiYuanLinMingQin/posts/4060930263985777,,東方紅養生會館及養生館核酸(PCR)採檢專案：曾前往東方紅時尚會館、養生館消費者及從業人員,,東方紅專案預約服務時間: 6/2-6/9 09:00-17:00,東方紅專案電話預約：049-2222612,,,南投縣草屯鎮太平路一段200號,049-235-8151,,23.96055681,120.6816575,,,,
南投縣,竹山秀傳醫院,FALSE,FALSE,6/2,https://www.facebook.com/LiFaWeiYuanLinMingQin/posts/4060930263985777,,東方紅養生會館及養生館核酸(PCR)採檢專案：曾前往東方紅時尚會館、養生館消費者及從業人員,,東方紅專案預約服務時間: 6/2-6/9 09:00-17:00,東方紅專案電話預約：049-2222612,,,南投縣竹山鎮集山路二段75號,049-262-4266,,23.8001854,120.7139464,,,,
南投縣,台中榮民總醫院埔里分院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,,,,,南投縣埔里鎮中山路三段339號,049-299-0833,,23.97551259,120.9955887,,,,
南投縣,衛生福利部南投醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,,,,,南投縣南投市復興路478號,049-223-1150,,23.91392942,120.6849538,,,,
南投縣,埔里鎮社區篩檢站,TRUE,FALSE,6/3,https://www.facebook.com/LiFaWeiYuanLinMingQin/posts/4063303893748414,埔里鎮衛生所,(1) 與南投縣政府近期公佈確診者足跡有重疊者 (2) 自覺有新冠肺炎COVID-19臨床症狀。(發燒、喉嚨痛、腹瀉、呼吸喘、流鼻水、全身倦怠.....等),,6/2 14:00-16:00,現場排隊,,仁愛公園,,2982157,,23.96784524,120.9643483,,,,
南投縣,埔里鎮社區篩檢站,TRUE,FALSE,6/3,https://www.facebook.com/LiFaWeiYuanLinMingQin/posts/4063303893748414,埔里鎮衛生所,(1) 與南投縣政府近期公佈確診者足跡有重疊者 (2) 自覺有新冠肺炎COVID-19臨床症狀。(發燒、喉嚨痛、腹瀉、呼吸喘、流鼻水、全身倦怠.....等),,6/4 14:00-16:00,現場排隊,,枇杷集會所,南投縣埔里鎮和二街1號,2982157,,23.95793095,120.976399,,,,
南投縣,埔里鎮社區篩檢站,TRUE,FALSE,6/3,https://www.facebook.com/LiFaWeiYuanLinMingQin/posts/4063303893748414,埔里鎮衛生所,(1) 與南投縣政府近期公佈確診者足跡有重疊者 (2) 自覺有新冠肺炎COVID-19臨床症狀。(發燒、喉嚨痛、腹瀉、呼吸喘、流鼻水、全身倦怠.....等),,6/5 14:00-16:00,現場排隊,,地理中心碑,,2982157,,23.973837,120.97969,,,,
南投縣,南投市社區篩檢站,TRUE,FALSE,6/4,https://www.facebook.com/LiFaWeiYuanLinMingQin/posts/4066742640071206,竹山秀傳醫院,(1) 與南投縣政府近期公佈確診者足跡有重疊者 (2) 自覺有新冠肺炎covid-19 臨床症狀者(發燒、 四肢無力、出現呼吸道症狀、呼吸困難、流鼻水等、腸胃道症狀),,6/5 09:00-12:00,現場排隊,,營北里集會所前空地,南投縣南投市中正路152-7號,南投縣政府防疫專線 049-2220904,,23.95175007,120.68838,,,,
南投縣,南投市社區篩檢站,TRUE,FALSE,6/4,https://www.facebook.com/LiFaWeiYuanLinMingQin/posts/4066742640071206,竹山秀傳醫院,(1) 與南投縣政府近期公佈確診者足跡有重疊者 (2) 自覺有新冠肺炎covid-19 臨床症狀者(發燒、 四肢無力、出現呼吸道症狀、呼吸困難、流鼻水等、腸胃道症狀),,6/5 14:00-17:00,現場排隊,,市民代表會前廣場,南投縣南投市大同街234號,南投縣政府防疫專線 049-2220904,,23.9113422,120.6869296,,,,
南投縣,南投市社區篩檢站,FALSE,FALSE,6/4,https://www.facebook.com/LiFaWeiYuanLinMingQin/posts/4066742640071206,竹山秀傳醫院,(1) 與南投縣政府近期公佈確診者足跡有重疊者 (2) 自覺有新冠肺炎covid-19 臨床症狀者(發燒、 四肢無力、出現呼吸道症狀、呼吸困難、流鼻水等、腸胃道症狀),,6/6 09:00-12:00,現場排隊,,南投縣立體育場 (南崗路廣場),南投縣南投市南崗一路300號,南投縣政府防疫專線 049-2220904,,23.90475146,120.6813585,,,,
雲林縣,台灣大學醫學院附設醫院雲林分院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,60,,,,雲林縣虎尾鎮學府路95號,雲林縣虎尾鎮學府路95號,05-633-0002,,23.73496009,120.4269556,,,,
雲林縣,天主教若瑟醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,15,,,,雲林縣虎尾鎮新生路74號,雲林縣虎尾鎮新生路74號,05-633-7333,,23.70820999,120.43789,,,,
雲林縣,中國醫藥大學北港附設醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,20,,,,中國醫藥大學北港校區,雲林縣北港鎮新德路123號,05-783-7901,,23.58997514,120.3072516,,,,
雲林縣,林內鄉衛生所,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,-,09:00-15:00,,,雲林縣林內鄉新興路54號,雲林縣林內鄉新興路54號,05-589-6747,,23.75996313,120.6124454,,,,
雲林縣,鎮玄宮社區快篩站,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,09:00-15:00,5/25啟用,,,雲林縣東勢鄉安南路2號之2號,05-699-2335,,23.70125009,120.2522982,,,,
雲林縣,元長鄉長南長北集會所,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,15:00-18:00,5/25啟用,,,雲林縣元長鄉元北路32-20號,05-788-5777,,23.65466058,120.3141598,,,,
彰化縣,溪湖湳底龍水宮,FALSE,FALSE,,https://health.ltn.com.tw/article/breakingnews/3541532,,彰化市民(備註資格),,,,,彰化縣溪湖鎮湳底路臨27之1號,彰化縣溪湖鎮湳底路臨27之1號,04-881-5054,,23.93801382,120.5061994,,,,
彰化縣,衛生福利部彰化醫院,FALSE,FALSE,,https://health.ltn.com.tw/article/breakingnews/3541532,,彰化市民(備註資格),,,,http://message.chhw.mohw.gov.tw:6680/Register,彰化縣埔心鄉中正路二段80號,彰化縣埔心鄉中正路二段80號,04-829-8686,,23.95022001,120.5273,,,,
彰化縣,彰化基督教醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,,,,,彰化市南校街135號,04-723-8595,,24.07149001,120.54446,,,,
彰化縣,員林基督教醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,,,,,彰化縣員林市莒光路456號,04-838-1456,,23.96274999,120.56695,,,,
彰化縣,鹿港基督教醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,,,,,彰化縣鹿港鎮中正路480號,04-777-9595,,24.06038001,120.43821,,,,
彰化縣,二林基督教醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,,,,,彰化縣二林鎮大成路一段558號,04-895-2031,,23.89361002,120.36334,,,,
彰化縣,彰化秀傳醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,,,,,彰化市中山路一段542號,04-725-6166,,24.06478998,120.53751,,,,
彰化縣,彰濱秀傳醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,,,,,彰化縣鹿港鎮鹿工路6號,04-781-3888,,24.07827998,120.41112,,,,
彰化縣,員生醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,,,,,彰化縣員林市莒光路359號,04-838-3995,,23.95925,120.56641,,,,
彰化縣,北斗鎮卓醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,,,,,彰化縣北斗鎮中山路一段311號,04-888-2995,,23.87228,120.51554,,,,
彰化縣,和美鎮道周醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,,,,,,,彰化縣和美鎮和光路180號,04-756-6995,,24.11057001,120.49186,,,,
嘉義市,嘉義基督教醫院,FALSE,TRUE,,http://www.cych.org.tw/cychweb/cych3/news_content.aspx?news_id=2521&news_type=news,,,,,,,院區急診篩檢站,嘉義市忠孝路539號,05-276-5041,,23.49932001,120.45005,,,,
嘉義市,聖馬爾定醫院,FALSE,TRUE,,http://www.stm.org.tw/new/listDetail.aspx?n_id=1001&me_id=12,聖馬爾定醫院,民眾自費,-,週一至週六08:30-09:30,05-275-6000#2020#2021,https://flw.stm.org.tw/reg/CovidReg/Index,,嘉義市大雅路二段565號,05-275-6000,,23.47559998,120.4671,,,,
嘉義市,衛生福利部嘉義醫院,FALSE,TRUE,,,,民眾自費,,,,,,嘉義市西區北港路312號,05-231-9090,,23.48130875,120.428189,,,,
嘉義市,台中榮總嘉義分院,FALSE,TRUE,,https://www.vhcy.gov.tw/Module/BreakingNewsContent?BreakingNewsID=e54dcde9-a5b7-478b-b91f-c7a99bb31260&UnitID=fbb1c734-f7d0-41c4-93d8-261f32f1db04&WebMenuID=c47a00fc-ee22-4871-b6ec-5dc557ec27b3,台中榮總嘉義分院,民眾自費,10,週一至週六14:00-16:00,05-235-9630 #1304 #1305,,急診室,嘉義市西區世賢路二段600號,05-235-9630　,,23.46607424,120.4230079,,,,
台南市,東區衛生所,FALSE,FALSE,6/8,https://www.facebook.com/HealthTainan/posts/4629591077069270,,台南市民(備註資格),,每週三、週五9:00-11:00,採取網路預約制,https://docs.google.com/forms/d/e/1FAIpQLSexQ300ArjQvw0XYNxovtqt2_114VItb4QicQQ76CFOumPuVA/viewform,臺南市東區龍山里林森路一段418號,臺南市東區龍山里林森路一段418號,06-267-3613,與確診個案有接觸史且足跡重疊者,22.98500999,120.22203,Kane,https://health.tainan.gov.tw/page.asp?nsub=A7C2B1,,
台南市,新營區衛生所,FALSE,FALSE,6/4,https://www.facebook.com/HealthTainan/posts/4629591077069270,,台南市民(備註資格),,每週一、週四9:00-11:00,06-635-5696,,台南市新營區三民路72號,台南市新營區三民路72號,06-635-5696,與確診個案有接觸史且足跡重疊者,23.30738297,120.3171394,Kane,,,
台南市,中西區衛生所,FALSE,FALSE,6/4,https://health.tainan.gov.tw/page.asp?mainid=%7BDBA3A079%2DA859%2D47C4%2D81C5%2DDD88C3327298%7D,,台南市民(備註資格),,每週二9:00-11:00,06-225-2405,,台南市中西區環河街94號,台南市中西區環河街94號,06-225-2405,與確診個案有接觸史且足跡重疊者,24.14108315,120.6758481,Kane,,,
台南市,北區衛生所,FALSE,FALSE,6/4,https://health.tainan.gov.tw/page.asp?mainid=%7BDBA3A079%2DA859%2D47C4%2D81C5%2DDD88C3327298%7D,,台南市民(備註資格),,每週二9:00-11:00,06-225-2404,,台南市北區西華街50號,台南市北區西華街50號,06-225-2404,與確診個案有接觸史且足跡重疊者,23.00010999,120.21086,Kane,,,
台南市,南區衛生所,FALSE,FALSE,6/4,https://www.facebook.com/HealthTainan/posts/4629591077069270,,台南市民(備註資格),,每週二9:00-11:00,06-261-8578,,台南市南區南和路6號,台南市南區南和路6號,06-261-8578,與確診個案有接觸史且足跡重疊者,22.96068001,120.18806,Kane,,,
台南市,學甲區衛生所,FALSE,FALSE,6/4,https://www.taiwannews.com.tw/ch/news/4207686,,台南市民(備註資格),,每週二9:00-11:00,06-783-3359,,台南市學甲區建國路38號,台南市學甲區建國路38號,06-783-3359,與確診個案有接觸史且足跡重疊者,23.2300974,120.1819145,Kane,,,
台南市,玉井區衛生所,FALSE,FALSE,6/4,https://www.facebook.com/HealthTainan/posts/4629591077069270,,台南市民(備註資格),,每週三9:00-11:00,06-574-2275,,台南市玉井區中正路5號,台南市玉井區中正路5號,06-574-2275,與確診個案有接觸史且足跡重疊者,23.12224435,120.4593737,Kane,,,
台南市,安平區衛生所,FALSE,FALSE,6/4,https://health.tainan.gov.tw/page.asp?mainid=%7BDBA3A079%2DA859%2D47C4%2D81C5%2DDD88C3327298%7D,,台南市民(備註資格),,每週三9:00-11:00,06-299-6885,,台南市安平區育平路310號,台南市安平區育平路310號,06-299-6885,與確診個案有接觸史且足跡重疊者,22.99436998,120.16826,Kane,,,
台南市,麻豆區衛生所,FALSE,FALSE,6/4,https://www.facebook.com/HealthTainan/posts/4629591077069270,,台南市民(備註資格),,每週三9:00-11:00,06-572-2215,,臺南市麻豆區巷口里興國路11-1號,臺南市麻豆區巷口里興國路11-1號,06-572-2215,與確診個案有接觸史且足跡重疊者,23.18266998,120.24842,Kane,,,
台南市,安南區衛生所,FALSE,FALSE,6/4,https://www.facebook.com/HealthTainan/posts/4629591077069270,,台南市民(備註資格),,每週四8:30-10:30,06-257-6406,,台南市安南區仁安路70號,台南市安南區仁安路70號,06-256-7406,與確診個案有接觸史且足跡重疊者,23.04988106,120.175828,Kane,,,
台南市,永康區衛生所,FALSE,FALSE,6/4,https://www.facebook.com/HealthTainan/posts/4629591077069270,,台南市民(備註資格),,每週四9:00-11:00,06-232-6507,,台南市永康區文化路51號,台南市永康區文化路51號,06-232-6507,與確診個案有接觸史且足跡重疊者,23.01653002,120.26128,Kane,,,
台南市,安定區衛生所,FALSE,FALSE,6/4,https://www.facebook.com/HealthTainan/posts/4629591077069270,,台南市民(備註資格),,每週四9:00-11:00,06-592-2022,,臺南市安定區安定里 59 號之 1,臺南市安定區安定里 59 號之 1,06-592-2022,與確診個案有接觸史且足跡重疊者,23.12139168,120.2374315,Kane,,,
台南市,鹽水區衛生所,FALSE,FALSE,6/4,https://www.facebook.com/HealthTainan/posts/4629591077069270,,台南市民(備註資格),,每週四8:00-11:00,06-652-1041,,台南市鹽水區武廟路1號,台南市鹽水區武廟路1號,06-652-1041,與確診個案有接觸史且足跡重疊者,23.32022061,120.2653429,Kane,,,
台南市,佳里區衛生所,FALSE,FALSE,6/4,https://www.taiwannews.com.tw/ch/news/4207686,,台南市民(備註資格),,每週四14:00-16:00,06-722-4106,,台南市佳里區進學路159號台南市佳里區進學路159號,,06-722-4106,與確診個案有接觸史且足跡重疊者,23.16385135,120.1777911,Kane,,,
台南市,白河區衛生所,FALSE,FALSE,6/7啟用,https://health.tainan.gov.tw/page.asp?nsub=A7C2B1,,台南市民(備註資格),,每週一9:00-11:00,06-685-2014,,台南市白河區國光路5號,台南市白河區國光路5號,06-685-2014,與確診個案有接觸史且足跡重疊者,23.35201813,120.4158024,Kane,https://health.tainan.gov.tw/page.asp?nsub=A7C2B1,,
台南市,南區松柏育樂中心篩檢站,FALSE,FALSE,6/9,https://health.tainan.gov.tw/page.asp?nsub=A7C2B1,,返鄉旅客及高風險族群,,6/11(五)~6/14(一)上午,,https://www.beclass.com/rid=25463af60bdc9fb26f16,台南市南區南門路松柏育樂中心停車場,台南市南區南門路263號,06-215-6974,自台中以北(含台中)返回臺南者。,22.9794274,120.2040888,,,,
台南市,新化區體育場篩檢站,FALSE,FALSE,6/9,https://health.tainan.gov.tw/page.asp?nsub=A7C2B1,,返鄉旅客及高風險族群,,6/11(五)~6/14(一)上午,06-590-6025,https://www.beclass.com/rid=25463af60bdb1e2510af,新化體育場,台南市新化區公園路110號,06-590-6025,自台中以北(含台中)返回臺南者。,23.02942464,120.3065573,,,,
台南市,新營醫院篩檢站,FALSE,FALSE,6/9,https://health.tainan.gov.tw/page.asp?nsub=A7C2B1,新營醫院,返鄉旅客及高風險族群,,6/11(五)~6/14(一)上午,06-6351131 #2225 #2230,https://www.beclass.com/rid=25463b060bee6f31d4cc,急診前採檢候診區,臺南市新營區信義街73號,06-635-1131,自台中以北(含台中)返回臺南者。,23.30826792,120.3131222,,,,
台南市,南科抗原快篩台南站,FALSE,FALSE,,https://www.stsp.gov.tw/guide/public_info/report/rt_detail.jsp?rep_rfnbr=9885&sc=R,,優先篩檢對象為具高風險對象及僱用外籍移工之事業單位。,,,06-5051069,,西拉雅公園停車場(南科五路，停3停車場對面),台南市新市區南科五路,06-505-1001,具北部旅遊史，去過佳里、白河、西港三區，及有輕微感冒症狀..等,23.10376356,120.2822588,,,,
高雄市,南科抗原快篩高雄站,FALSE,FALSE,,https://www.stsp.gov.tw/guide/public_info/report/rt_detail.jsp?rep_rfnbr=9885&sc=R,,優先篩檢對象為具高風險對象及僱用外籍移工之事業單位。,,,06-5051069,,公2運動公園(路竹二路及路科七路交叉口),高雄市永安區路科二路,07-607-5545,具北部旅遊史，去過佳里、白河、西港三區，及有輕微感冒症狀..等,22.82654186,120.2523701,,,,
高雄市,高雄醫學大學中和紀念醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,高雄醫學大學中和紀念醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市三民區十全一路100號,07-3121101#5172,,22.64550334,120.3096953,,,,
高雄市,高雄榮民總醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,高雄榮民總醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,"週一至週五 09:00-12:00, 14:00-17:00",電話預約,,,高雄市左營區大中一路386號,07-3422121#77299,,22.67864199,120.3228288,,,,
高雄市,高雄長庚紀念醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,高雄長庚紀念醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市鳥松區大埤路 123 號,07-7317123#3370,,22.64957882,120.3561761,,,,
高雄市,義大醫療財團法人義大醫院 ,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,義大醫療財團法人義大醫院 ,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 14:00-16:30,電話預約,,,高雄市燕巢區角宿里義大路1號,07-6150911,,22.76581163,120.3643517,,,,
高雄市,高雄市立小港醫院,FALSE,FALSE,5/21,https://www.facebook.com/kmhkkmu/photos/a.299814073493217/1890611617746780/,高雄市立小港醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,50,週一至週五 09:00-12:00,電話預約,,,高雄市小港區山明路 482 號,0903-386-502,,22.56755969,120.3634158,,,,
高雄市,國軍高雄總醫院左營分院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,國軍高雄總醫院左營分院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市左營區軍校路553號,07-5817121#2131,,22.70178526,120.290458,,,,
